order_id,event_id,ordered_at,tier,qty,unit_price_usd,promo_code,status
ORD-00911,EV-08,2025-06-22 19:18:32,Balcony,2,62.00,FINDUS,completed
ORD-00912,EV-04,2025-06-22 19:23:08,Balcony,2,56.00,,refunded
ORD-00913,EV-02,2025-06-22 19:25:15,GA,1,32.00,,completed
ORD-00914,EV-04,2025-06-22 19:27:50,GA,1,40.00,,completed
ORD-00915,EV-02,2025-06-22 19:29:18,Balcony,1,46.00,,completed
ORD-00916,EV-05,2025-06-22 19:34:54,GA,2,42.00,,completed
ORD-00917,EV-04,2025-06-22 19:35:54,GA,2,40.00,ONAIR10,completed
ORD-00918,EV-01,2025-06-22 19:36:24,GA,2,36.00,STUDENT10,completed
ORD-00919,EV-04,2025-06-22 19:37:28,GA,3,40.00,,completed
ORD-00920,EV-01,2025-06-22 19:39:20,GA,2,36.00, ONAIR10,completed
ORD-00921,EV-04,2025-06-22 19:39:59,GA,1,40.00,ONAIR10,completed
ORD-00922,EV-05,2025-06-22 19:40:22,GA,2,42.00,,completed
ORD-00923,EV-01,2025-06-22 19:41:31,Balcony,2,52.00,FINDUS,completed
ORD-00924,EV-08,2025-06-22 19:42:14,GA,4,45.00,Encore,completed
ORD-00925,EV-02,2025-06-22 19:42:55,GA,2,32.00,,completed
ORD-00926,EV-06,2025-06-22 19:44:04,Balcony,2,50.00,ONAIR10,completed
ORD-00927,EV-02,2025-06-22 19:44:05,GA,1,32.00,,completed
ORD-00928,EV-04,2025-06-22 19:48:45,GA,3,40.00,,completed
ORD-00929,EV-07,2025-06-22 19:51:34,GA,5,34.00,FINDUS,completed
ORD-00930,EV-08,2025-06-22 19:53:36,GA,2,45.00,,completed
ORD-00931,EV-07,2025-06-22 19:55:30,Balcony,1,48.00,PRESSPLAY,refunded
ORD-00932,EV-04,2025-06-22 20:00:03,GA,1,40.00,,completed
ORD-00933,EV-07,2025-06-22 20:02:47,VIP,2,72.00,,completed
ORD-00934,EV-06,2025-06-22 20:03:06,GA,1,38.00,,completed
ORD-00935,EV-02,2025-06-22 20:05:06,Balcony,2,46.00,ENCORE,completed
ORD-00936,EV-01,2025-06-22 20:05:40,GA,2,36.00,,completed
ORD-00937,EV-04,2025-06-22 20:06:20,Balcony,2,56.00,ONAIR10,refunded
ORD-00938,EV-07,2025-06-22 20:07:07,Balcony,1,48.00,FINDUS,completed
ORD-00939,EV-01,2025-06-22 20:07:14,GA,1,36.00,ONAIR10,completed
ORD-00940,EV-06,2025-06-22 20:08:23,Balcony,2,50.00,,completed
ORD-00941,EV-02,2025-06-22 20:09:02,GA,2,32.00,ONAIR10,completed
ORD-00942,EV-07,2025-06-22 20:09:14,Balcony,2,48.00,SUMMER25,completed
ORD-00943,EV-05,2025-06-22 20:10:06,GA,1,42.00,,completed
ORD-00944,EV-01,2025-06-22 20:10:44,GA,1,36.00,,completed
ORD-00945,EV-01,2025-06-22 20:15:28,Balcony,1,52.00,SUMMER25,completed
ORD-00946,EV-02,2025-06-22 20:17:55,Balcony,1,46.00,ONAIR10,completed
ORD-00947,EV-05,2025-06-22 20:20:06,GA,3,42.00,,completed
ORD-00948,EV-04,2025-06-22 20:22:48,Balcony,6,56.00,,completed
ORD-00949,EV-02,2025-06-22 20:23:54,GA,1,32.00,,completed
ORD-00950,EV-04,2025-06-22 20:24:57,GA,6,40.00,,completed
ORD-00951,EV-07,2025-06-22 20:26:12,VIP,2,72.00,,completed
ORD-00952,EV-06,2025-06-22 20:26:36,GA,1,38.00,FINDUS,completed
ORD-00953,EV-07,2025-06-22 20:26:51,GA,2,34.00,ONAIR10,refunded
ORD-00954,EV-04,2025-06-22 20:26:52,Balcony,6,56.00,,completed
ORD-00955,EV-05,2025-06-22 20:26:57,Balcony,3,58.00,,completed
ORD-00956,EV-08,2025-06-22 20:28:31,Balcony,2,62.00,,completed
ORD-00957,EV-04,2025-06-22 20:30:10,Balcony,1,56.00,SUMMER25,completed
ORD-00958,EV-01,2025-06-22 20:30:33,GA,4,36.00,SUMMER25,completed
ORD-00959,EV-08,2025-06-22 20:36:43,GA,1,45.00,SUMMER25 ,completed
ORD-00960,EV-04,2025-06-22 20:45:31,GA,2,40.00,PRESSPLAY,completed
ORD-00961,EV-02,2025-06-22 20:49:19,GA,2,32.00,ONAIR10,completed
ORD-00962,EV-05,2025-06-22 20:49:52,GA,2,42.00,,completed
ORD-00963,EV-03,2025-06-22 20:56:08,VIP,1,70.00,ONAIR10,completed
ORD-00964,EV-08,2025-06-22 20:58:55,VIP,1,110.00,ONAIR10,completed
ORD-00965,EV-06,2025-06-22 21:02:33,GA,2,38.00,SUMMER25,completed
ORD-00966,EV-01,2025-06-22 21:03:43,GA,2,36.00,ONAIR10,completed
ORD-00967,EV-07,2025-06-22 21:03:45,Balcony,2,48.00,ONAIR10,completed
ORD-00968,EV-05,2025-06-22 21:04:17,GA,1,42.00,STUDENT10,completed
ORD-00969,EV-07,2025-06-22 21:05:18,GA,3,34.00,,completed
ORD-00970,EV-02,2025-06-22 21:07:00,VIP,1,75.00,SUMMER25,completed
ORD-00971,EV-06,2025-06-22 21:07:56,GA,1,38.00,FINDUS,refunded
ORD-00972,EV-07,2025-06-22 21:08:54,GA,2,34.00,,completed
ORD-00973,EV-08,2025-06-22 21:10:02,GA,2,45.00,SUMMER25 ,completed
ORD-00974,EV-02,2025-06-22 21:10:07,Balcony,2,46.00,,completed
ORD-00975,EV-05,2025-06-22 21:15:55,GA,1,42.00,PRESSPLAY,completed
ORD-00976,EV-07,2025-06-22 21:18:03,GA,1,34.00,,completed
ORD-00977,EV-08,2025-06-22 21:19:56,GA,1,45.00,,completed
ORD-00978,EV-02,2025-06-22 21:22:31,GA,5,32.00,ONAIR10,completed
ORD-00979,EV-08,2025-06-22 21:25:10,Balcony,2,62.00,,completed
ORD-00980,EV-02,2025-06-22 21:26:59,Balcony,4,46.00,,completed
ORD-00981,EV-02,2025-06-22 21:30:07,GA,3,32.00,ONAIR10,completed
ORD-00982,EV-04,2025-06-22 21:33:21,GA,1,40.00,SUMMER25,completed
ORD-00983,EV-03,2025-06-22 21:39:58,VIP,1,70.00,,completed
ORD-00984,EV-07,2025-06-22 21:39:59,VIP,1,72.00,ENCORE,completed
ORD-00985,EV-04,2025-06-22 21:40:24,GA,1,40.00,,completed
ORD-00986,EV-02,2025-06-22 21:43:20,Balcony,1,46.00,SUMMER25,completed
ORD-00987,EV-07,2025-06-22 21:44:05,Balcony,3,48.00,,completed
ORD-00988,EV-04,2025-06-22 21:44:43,GA,2,40.00,,completed
ORD-00989,EV-06,2025-06-22 21:55:37,GA,2,38.00,ONAIR10,completed
ORD-00990,EV-01,2025-06-22 21:55:41,GA,3,36.00,,completed
ORD-00991,EV-03,2025-06-22 21:57:33,Balcony,2,44.00,,completed
ORD-00992,EV-07,2025-06-22 21:58:37,GA,2,34.00,,completed
ORD-00993,EV-07,2025-06-22 21:59:11,Balcony,1,48.00,SUMMER25,completed
ORD-00994,EV-07,2025-06-22 22:02:25,GA,4,34.00,,completed
ORD-00995,EV-08,2025-06-22 22:02:38,GA,1,45.00,,refunded
ORD-00996,EV-01,2025-06-22 22:02:44,GA,1,36.00,,completed
ORD-00997,EV-01,2025-06-22 22:07:03,Balcony,2,52.00,ENCORE,completed
ORD-00998,EV-01,2025-06-22 22:07:53,GA,1,36.00,SUMMER25,completed
ORD-00999,EV-03,2025-06-22 22:09:41,GA,2,30.00,ONAIR10,completed
ORD-01000,EV-08,2025-06-22 22:09:44,Balcony,2,62.00,,completed
ORD-01001,EV-08,2025-06-22 22:16:03,GA,5,45.00,ONAIR10,completed
ORD-01002,EV-02,2025-06-22 22:17:17,GA,2,32.00,ONAIR10,completed
ORD-01003,EV-03,2025-06-22 22:19:05,GA,1,30.00,SUMMER25,completed
ORD-01004,EV-07,2025-06-22 22:23:36,Balcony,2,48.00,ONAIR10,completed
ORD-01005,EV-07,2025-06-22 22:25:47,GA,3,34.00,,completed
ORD-01006,EV-02,2025-06-22 22:26:47,Balcony,2,46.00,,completed
ORD-01007,EV-04,2025-06-22 22:29:35,GA,1,40.00,ONAIR10,completed
ORD-01008,EV-04,2025-06-22 22:31:02,Balcony,2,56.00,,completed
ORD-01009,EV-03,2025-06-22 22:38:08,GA,3,30.00,PRESSPLAY,completed
ORD-01010,EV-02,2025-06-22 22:43:01,GA,2,32.00,,completed
ORD-01011,EV-07,2025-06-22 22:49:20,GA,2,34.00,SUMMER25,refunded
ORD-01012,EV-06,2025-06-22 22:50:36,GA,4,38.00,,completed
ORD-01013,EV-01,2025-06-22 22:58:21,VIP,3,85.00,,completed
ORD-01014,EV-02,2025-06-22 23:06:57,Balcony,2,46.00,ONAIR10,completed
ORD-01015,EV-08,2025-06-22 23:09:52,Balcony,2,62.00,,completed
ORD-01016,EV-07,2025-06-22 23:14:20,GA,2,34.00,,completed
ORD-01017,EV-07,2025-06-22 23:20:53,GA,1,34.00,FINDUS,completed
ORD-01018,EV-04,2025-06-22 23:25:52,GA,3,40.00,,completed
ORD-01019,EV-02,2025-06-22 23:26:44,GA,2,32.00,FINDUS,completed
ORD-01020,EV-02,2025-06-22 23:39:41,GA,1,32.00,SUMMER25,completed
ORD-01021,EV-03,2025-06-22 23:42:23,Balcony,1,44.00,,completed
ORD-01022,EV-04,2025-06-22 23:42:58,Balcony,1,56.00,ONAIR10,completed
ORD-01023,EV-08,2025-06-23 00:17:31,VIP,1,110.00,ONAIR10,completed
ORD-01024,EV-07,2025-06-23 01:23:22,GA,1,34.00,,completed
ORD-01025,EV-01,2025-06-23 01:35:26,Balcony,2,52.00,SUMMER25,completed
ORD-01026,EV-08,2025-06-23 02:05:10,GA,4,45.00,FINDUS,completed
ORD-01027,EV-01,2025-06-23 02:41:10,GA,6,36.00,ONAIR10,completed
ORD-01028,EV-01,2025-06-23 03:26:24,GA,2,36.00,,completed
ORD-01029,EV-07,2025-06-23 04:14:34,GA,2,34.00, VIPNIGHT,completed
ORD-01030,EV-08,2025-06-23 06:00:18,GA,2,45.00, SUMMER25,completed
ORD-01031,EV-07,2025-06-23 06:12:07,GA,1,34.00,,completed
ORD-01032,EV-03,2025-06-23 07:35:42,GA,1,30.00,,completed
ORD-01033,EV-03,2025-06-23 07:43:35,VIP,1,70.00,ENCORE,completed
ORD-01034,EV-03,2025-06-23 07:47:42,GA,1,30.00,,completed
ORD-01035,EV-06,2025-06-23 08:13:39,Balcony,3,50.00,,completed
ORD-01036,EV-02,2025-06-23 08:13:52,GA,1,32.00,,completed
ORD-01037,EV-05,2025-06-23 08:23:27,Balcony,2,58.00,,completed
ORD-01038,EV-05,2025-06-23 08:33:57,GA,3,42.00,,completed
ORD-01039,EV-08,2025-06-23 08:37:19,GA,2,45.00,,completed
ORD-01040,EV-06,2025-06-23 08:38:39,GA,1,38.00,,completed
ORD-01041,EV-03,2025-06-23 08:40:45,Balcony,2,44.00,STUDENT10,refunded
ORD-01042,EV-02,2025-06-23 08:41:20,VIP,2,75.00,,completed
ORD-01043,EV-01,2025-06-23 08:54:36,Balcony,2,52.00,,refunded
ORD-01044,EV-04,2025-06-23 09:02:26,GA,3,40.00,,completed
ORD-01045,EV-04,2025-06-23 09:05:25,Balcony,1,56.00,,completed
ORD-01046,EV-06,2025-06-23 09:19:47,GA,2,38.00,,completed
ORD-01047,EV-02,2025-06-23 09:20:44,GA,4,32.00,,completed
ORD-01048,EV-03,2025-06-23 09:23:45,GA,3,30.00,STUDENT10,completed
ORD-01049,EV-03,2025-06-23 09:38:07,GA,3,30.00,,completed
ORD-01050,EV-07,2025-06-23 09:38:49,GA,1,34.00,SUMMER25 ,completed
ORD-01051,EV-01,2025-06-23 09:46:53,GA,2,36.00,,completed
ORD-01052,EV-04,2025-06-23 09:53:43,Balcony,2,56.00,,completed
ORD-01053,EV-05,2025-06-23 10:22:42,GA,2,42.00,,completed
ORD-01054,EV-01,2025-06-23 10:24:36,GA,1,36.00,FINDUS,completed
ORD-01055,EV-06,2025-06-23 10:31:45,VIP,2,80.00,ONAIR10,completed
ORD-01056,EV-05,2025-06-23 10:35:25,GA,2,42.00,SUMMER25,completed
ORD-01057,EV-04,2025-06-23 10:36:52,GA,1,40.00,,completed
ORD-01058,EV-01,2025-06-23 10:43:23,GA,2,36.00,,completed
ORD-01059,EV-06,2025-06-23 10:53:51,GA,1,38.00,SUMMER25,completed
ORD-01060,EV-06,2025-06-23 10:54:26,Balcony,5,50.00,,completed
ORD-01061,EV-06,2025-06-23 10:58:02,GA,3,38.00,,completed
ORD-01062,EV-07,2025-06-23 11:06:22,Balcony,2,48.00,,completed
ORD-01063,EV-04,2025-06-23 11:12:00,GA,1,40.00,,completed
ORD-01064,EV-04,2025-06-23 11:21:36,GA,1,40.00,ONAIR10,completed
ORD-01065,EV-08,2025-06-23 11:22:04,VIP,3,110.00,,completed
ORD-01066,EV-04,2025-06-23 11:25:02,Balcony,2,56.00,,completed
ORD-01067,EV-05,2025-06-23 11:37:10,GA,3,42.00,ONAIR10,completed
ORD-01068,EV-07,2025-06-23 11:38:08,GA,1,34.00,,completed
ORD-01069,EV-02,2025-06-23 11:38:24,Balcony,1,46.00,,completed
ORD-01070,EV-08,2025-06-23 11:48:31,GA,3,45.00,,completed
ORD-01071,EV-01,2025-06-23 11:54:33,Balcony,4,52.00,,refunded
ORD-01072,EV-04,2025-06-23 11:55:23,GA,1,40.00,,completed
ORD-01073,EV-07,2025-06-23 11:57:14,GA,1,34.00,,completed
ORD-01074,EV-07,2025-06-23 12:06:00,GA,1,34.00,,completed
ORD-01075,EV-04,2025-06-23 12:09:22,GA,4,40.00,,completed
ORD-01076,EV-01,2025-06-23 12:30:22,Balcony,1,52.00,FINDUS,completed
ORD-01077,EV-08,2025-06-23 12:30:29,VIP,1,110.00,FINDUS,completed
ORD-01078,EV-01,2025-06-23 12:34:17,GA,2,36.00,ONAIR10,completed
ORD-01079,EV-05,2025-06-23 12:36:48,VIP,4,95.00,ONAIR10,completed
ORD-01080,EV-07,2025-06-23 12:38:58,GA,1,34.00,,completed
ORD-01081,EV-01,2025-06-23 12:43:45,GA,1,36.00,STUDENT10,completed
ORD-01082,EV-02,2025-06-23 12:45:26,GA,1,32.00,FINDUS,completed
ORD-01083,EV-03,2025-06-23 12:53:24,GA,2,30.00,ONAIR10,completed
ORD-01084,EV-01,2025-06-23 12:58:06,VIP,4,85.00, SUMMER25,completed
ORD-01085,EV-06,2025-06-23 13:05:03,GA,2,38.00,,completed
ORD-01086,EV-03,2025-06-23 13:07:20,GA,2,30.00,Summer25,completed
ORD-01087,EV-04,2025-06-23 13:12:43,Balcony,2,56.00,,completed
ORD-01088,EV-07,2025-06-23 13:20:33,GA,4,34.00,,completed
ORD-01089,EV-05,2025-06-23 13:24:27,GA,4,42.00,FINDUS,completed
ORD-01090,EV-02,2025-06-23 13:30:39,GA,2,32.00,,completed
ORD-01091,EV-04,2025-06-23 13:40:54,VIP,2,90.00,,completed
ORD-01092,EV-03,2025-06-23 13:47:43,Balcony,1,44.00,PRESSPLAY,completed
ORD-01093,EV-04,2025-06-23 13:49:51,GA,4,40.00,,completed
ORD-01094,EV-05,2025-06-23 13:59:56,GA,2,42.00,,completed
ORD-01095,EV-04,2025-06-23 14:06:37,GA,2,40.00,ONAIR10,completed
ORD-01096,EV-01,2025-06-23 14:11:00,GA,1,36.00,SUMMER25,completed
ORD-01097,EV-02,2025-06-23 14:23:01,Balcony,2,46.00,,completed
ORD-01098,EV-04,2025-06-23 14:30:42,GA,1,40.00,,completed
ORD-01099,EV-02,2025-06-23 14:34:52,GA,1,32.00,SUMMER25,completed
ORD-01100,EV-06,2025-06-23 14:37:35,GA,2,38.00,ONAIR10,completed
ORD-01101,EV-06,2025-06-23 14:42:12,GA,5,38.00,,completed
ORD-01102,EV-03,2025-06-23 14:49:29,GA,2,30.00,ENCORE,completed
ORD-01103,EV-01,2025-06-23 14:52:58,GA,4,36.00,FINDUS,refunded
ORD-01104,EV-07,2025-06-23 14:57:04,GA,2,34.00,SUMMER25,completed
ORD-01105,EV-04,2025-06-23 15:03:07,GA,1,40.00,,completed
ORD-01106,EV-08,2025-06-23 15:09:56,GA,3,45.00,,completed
ORD-01107,EV-02,2025-06-23 15:15:47,GA,1,32.00,SUMMER25,completed
ORD-01108,EV-04,2025-06-23 15:21:48,GA,2,40.00,ONAIR10,completed
ORD-01109,EV-07,2025-06-23 15:35:05,GA,1,34.00,,completed
ORD-01110,EV-03,2025-06-23 15:45:29,GA,2,30.00,,completed
ORD-01111,EV-02,2025-06-23 15:47:34,GA,3,32.00,,completed
ORD-01112,EV-07,2025-06-23 15:54:35,GA,1,34.00,,completed
ORD-01113,EV-02,2025-06-23 15:56:02,GA,1,32.00,,completed
ORD-01114,EV-02,2025-06-23 16:09:17,GA,2,32.00,,completed
ORD-01115,EV-07,2025-06-23 16:10:09,Balcony,3,48.00,,completed
ORD-01116,EV-04,2025-06-23 16:13:09,GA,2,40.00,,completed
ORD-01117,EV-05,2025-06-23 16:18:09,GA,1,42.00,ONAIR10,completed
ORD-01118,EV-02,2025-06-23 16:19:50,Balcony,1,46.00,,completed
ORD-01119,EV-06,2025-06-23 16:21:47,GA,1,38.00,,completed
ORD-01120,EV-04,2025-06-23 16:23:27,GA,3,40.00,STUDENT10,refunded
ORD-01121,EV-02,2025-06-23 16:25:47,VIP,1,75.00,,completed
ORD-01122,EV-05,2025-06-23 16:27:05,GA,3,42.00,ONAIR10,completed
ORD-01123,EV-07,2025-06-23 16:27:54,GA,1,34.00,,completed
ORD-01124,EV-04,2025-06-23 16:28:29,GA,1,40.00,SUMMER25 ,completed
ORD-01125,EV-05,2025-06-23 16:29:45,GA,2,42.00,ENCORE,completed
ORD-01126,EV-03,2025-06-23 16:31:26,GA,3,30.00,,completed
ORD-01127,EV-01,2025-06-23 16:33:50,GA,1,36.00,ONAIR10,completed
ORD-01128,EV-05,2025-06-23 16:34:23,Balcony,2,58.00,,completed
ORD-01129,EV-01,2025-06-23 16:39:40,GA,2,36.00,,completed
ORD-01130,EV-04,2025-06-23 16:53:13,GA,4,40.00,SUMMER25,completed
ORD-01131,EV-01,2025-06-23 16:54:26,GA,2,36.00,,completed
ORD-01132,EV-06,2025-06-23 17:08:01,Balcony,5,50.00,PLAYLOUD,completed
ORD-01133,EV-01,2025-06-23 17:13:53,Balcony,1,52.00,,completed
ORD-01134,EV-02,2025-06-23 17:22:14,GA,3,32.00,ONAIR10,completed
ORD-01135,EV-08,2025-06-23 17:23:49,GA,2,45.00,SUMMER25,completed
ORD-01136,EV-06,2025-06-23 17:33:29,Balcony,2,50.00,,completed
ORD-01137,EV-02,2025-06-23 17:49:02,GA,2,32.00,ONAIR10,completed
ORD-01138,EV-05,2025-06-23 17:54:07,Balcony,6,58.00,STUDENT10,refunded
ORD-01139,EV-08,2025-06-23 18:03:26,GA,4,45.00,,completed
ORD-01140,EV-01,2025-06-23 18:09:24,Balcony,2,52.00,,completed
ORD-01141,EV-02,2025-06-23 18:10:04,GA,4,32.00,,completed
ORD-01142,EV-06,2025-06-23 18:12:51,Balcony,1,50.00,SUMMER25,completed
ORD-01143,EV-05,2025-06-23 18:13:26,GA,2,42.00,,completed
ORD-01144,EV-02,2025-06-23 18:18:57,GA,3,32.00,,completed
ORD-01145,EV-01,2025-06-23 18:19:31,GA,3,36.00,,completed
ORD-01146,EV-04,2025-06-23 18:24:35,GA,2,40.00,,completed
ORD-01147,EV-02,2025-06-23 18:24:41,GA,3,32.00,ONAIR10,completed
ORD-01148,EV-05,2025-06-23 18:30:12,GA,3,42.00,VIPNIGHT,completed
ORD-01149,EV-02,2025-06-23 18:31:07,Balcony,4,46.00,,completed
ORD-01150,EV-04,2025-06-23 18:33:48,Balcony,2,56.00,,completed
ORD-01151,EV-01,2025-06-23 18:37:44,GA,1,36.00,ONAIR10,refunded
ORD-01152,EV-08,2025-06-23 18:41:54,GA,2,45.00,,completed
ORD-01153,EV-02,2025-06-23 18:48:58,GA,6,32.00,SUMMER25,completed
ORD-01154,EV-06,2025-06-23 18:51:02,Balcony,2,50.00,STUDENT10,refunded
ORD-01155,EV-07,2025-06-23 18:51:37,VIP,3,72.00,ONAIR10,completed
ORD-01156,EV-08,2025-06-23 18:54:17,Balcony,4,62.00,,completed
ORD-01157,EV-06,2025-06-23 19:02:54,GA,3,38.00,,completed
ORD-01158,EV-04,2025-06-23 19:06:09,GA,2,40.00,,completed
ORD-01159,EV-06,2025-06-23 19:11:04,GA,4,38.00,SUMMER25,completed
ORD-01160,EV-03,2025-06-23 19:13:17,Balcony,6,44.00,,refunded
ORD-01161,EV-05,2025-06-23 19:14:36,GA,2,42.00,,completed
ORD-01162,EV-08,2025-06-23 19:14:54,Balcony,2,62.00,,completed
ORD-01163,EV-06,2025-06-23 19:15:11,GA,1,38.00,FINDUS,completed
ORD-01164,EV-06,2025-06-23 19:17:05,Balcony,1,50.00,,completed
ORD-01165,EV-01,2025-06-23 19:17:49,GA,3,36.00,SUMMER25,completed
ORD-01166,EV-05,2025-06-23 19:18:48,GA,1,42.00,,completed
ORD-01167,EV-01,2025-06-23 19:20:48,GA,1,36.00,SUMMER25,completed
ORD-01168,EV-06,2025-06-23 19:22:06,GA,2,38.00,PRESSPLAY,completed
ORD-01169,EV-04,2025-06-23 19:22:11,GA,3,40.00,,completed
ORD-01170,EV-01,2025-06-23 19:24:21,GA,4,36.00,ONAIR10,refunded
ORD-01171,EV-08,2025-06-23 19:30:09,GA,2,45.00,SUMMER25,completed
ORD-01172,EV-01,2025-06-23 19:32:24,Balcony,1,52.00,,completed
ORD-01173,EV-01,2025-06-23 19:36:25,GA,1,36.00,,completed
ORD-01174,EV-02,2025-06-23 19:37:06,GA,1,32.00,,refunded
ORD-01175,EV-08,2025-06-23 19:40:37,Balcony,2,62.00,ONAIR10,completed
ORD-01176,EV-05,2025-06-23 19:40:58,Balcony,1,58.00,,completed
ORD-01177,EV-05,2025-06-23 19:44:33,GA,2,42.00,ONAIR10,completed
ORD-01178,EV-08,2025-06-23 19:49:36,GA,1,45.00,ONAIR10,completed
ORD-01179,EV-06,2025-06-23 19:53:28,Balcony,2,50.00,,completed
ORD-01180,EV-03,2025-06-23 19:55:40,GA,3,30.00,,completed
ORD-01181,EV-06,2025-06-23 19:56:45,VIP,3,80.00,ONAIR10,completed
ORD-01182,EV-05,2025-06-23 20:04:21,Balcony,3,58.00,,completed
ORD-01183,EV-03,2025-06-23 20:06:02,Balcony,1,44.00,PLAYLOUD,refunded
ORD-01184,EV-04,2025-06-23 20:07:04,GA,6,40.00,,completed
ORD-01185,EV-04,2025-06-23 20:09:55,GA,2,40.00,,completed
ORD-01186,EV-01,2025-06-23 20:10:28,GA,3,36.00,SUMMER25,completed
ORD-01187,EV-05,2025-06-23 20:12:56,GA,1,42.00,,completed
ORD-01188,EV-04,2025-06-23 20:15:39,Balcony,2,56.00,ONAIR10,completed
ORD-01189,EV-03,2025-06-23 20:16:18,VIP,2,70.00,,completed
ORD-01190,EV-04,2025-06-23 20:16:19,GA,4,40.00,,completed
ORD-01191,EV-04,2025-06-23 20:16:23,GA,2,40.00,,completed
ORD-01192,EV-08,2025-06-23 20:17:04,GA,2,45.00,SUMMER25,completed
ORD-01193,EV-08,2025-06-23 20:20:25,GA,1,45.00,,completed
ORD-01194,EV-08,2025-06-23 20:24:33,GA,3,45.00,,completed
ORD-01195,EV-05,2025-06-23 20:27:27,GA,2,42.00,PLAYLOUD,completed
ORD-01196,EV-02,2025-06-23 20:27:41,Balcony,1,46.00,,completed
ORD-01197,EV-08,2025-06-23 20:28:39,Balcony,4,62.00,ONAIR10,completed
ORD-01198,EV-08,2025-06-23 20:33:26,GA,1,45.00,,completed
ORD-01199,EV-02,2025-06-23 20:35:25,Balcony,1,46.00,ONAIR10,completed
ORD-01200,EV-06,2025-06-23 20:40:02,Balcony,1,50.00,ONAIR10,completed
ORD-01201,EV-02,2025-06-23 20:42:04,GA,4,32.00,,completed
ORD-01202,EV-02,2025-06-23 20:42:07,GA,1,32.00,PRESSPLAY,completed
ORD-01203,EV-07,2025-06-23 20:42:54,GA,3,34.00,,completed
ORD-01204,EV-03,2025-06-23 20:43:53,GA,2,30.00,ONAIR10,completed
ORD-01205,EV-04,2025-06-23 20:50:05,Balcony,2,56.00,,completed
ORD-01206,EV-04,2025-06-23 20:51:00,VIP,5,90.00,FINDUS,completed
ORD-01207,EV-08,2025-06-23 20:51:19,GA,2,45.00,STUDENT10,completed
ORD-01208,EV-07,2025-06-23 20:54:10,Balcony,1,48.00,PLAYLOUD,completed
ORD-01209,EV-01,2025-06-23 20:55:07,GA,6,36.00,,completed
ORD-01210,EV-03,2025-06-23 20:55:45,Balcony,3,44.00,,completed
ORD-01211,EV-02,2025-06-23 20:56:06,GA,2,32.00,SUMMER25 ,completed
ORD-01212,EV-07,2025-06-23 20:57:50,GA,1,34.00,,completed
ORD-01213,EV-07,2025-06-23 20:58:32,Balcony,1,48.00,,completed
ORD-01214,EV-03,2025-06-23 20:59:29,GA,2,30.00,,completed
ORD-01215,EV-02,2025-06-23 21:01:35,Balcony,2,46.00,ONAIR10,completed
ORD-01216,EV-08,2025-06-23 21:01:58,GA,1,45.00,PLAYLOUD,completed
ORD-01217,EV-05,2025-06-23 21:02:10,Balcony,3,58.00,,completed
ORD-01218,EV-05,2025-06-23 21:04:30,GA,1,42.00,SUMMER25 ,completed
ORD-01219,EV-04,2025-06-23 21:05:51,GA,1,40.00,,completed
ORD-01220,EV-01,2025-06-23 21:08:07,GA,3,36.00,ONAIR10,completed
ORD-01221,EV-04,2025-06-23 21:12:54,GA,2,40.00,,completed
ORD-01222,EV-05,2025-06-23 21:14:18,GA,1,42.00,,completed
ORD-01223,EV-04,2025-06-23 21:20:35,Balcony,2,56.00,,completed
ORD-01224,EV-03,2025-06-23 21:21:04,GA,1,30.00,,completed
ORD-01225,EV-02,2025-06-23 21:23:51,GA,1,32.00,,completed
ORD-01226,EV-05,2025-06-23 21:24:44,VIP,2,95.00,ONAIR10,completed
ORD-01227,EV-08,2025-06-23 21:28:33,GA,2,45.00,,completed
ORD-01228,EV-07,2025-06-23 21:34:38,GA,1,34.00,PLAYLOUD,completed
ORD-01229,EV-08,2025-06-23 21:35:24,Balcony,1,62.00,ONAIR10,completed
ORD-01230,EV-04,2025-06-23 21:35:59,Balcony,3,56.00,,completed
ORD-01231,EV-04,2025-06-23 21:37:52,VIP,3,90.00,SUMMER25 ,completed
ORD-01232,EV-05,2025-06-23 21:40:09,GA,1,42.00,,completed
ORD-01233,EV-01,2025-06-23 21:43:46,GA,1,36.00,,completed
ORD-01234,EV-02,2025-06-23 21:44:18,GA,2,32.00,,refunded
ORD-01235,EV-05,2025-06-23 21:45:09,VIP,3,95.00,PLAYLOUD,completed
ORD-01236,EV-04,2025-06-23 21:45:51,GA,4,40.00, SUMMER25,completed
ORD-01237,EV-01,2025-06-23 21:49:27,GA,2,36.00,ONAIR10,completed
ORD-01238,EV-07,2025-06-23 21:49:55,Balcony,1,48.00,,completed
ORD-01239,EV-05,2025-06-23 21:50:34,GA,2,42.00,,completed
ORD-01240,EV-08,2025-06-23 21:58:00,GA,5,45.00,ONAIR10,completed
ORD-01241,EV-05,2025-06-23 21:58:21,GA,2,42.00,ONAIR10,completed
ORD-01242,EV-08,2025-06-23 22:00:00,Balcony,2,62.00,ONAIR10,refunded
ORD-01243,EV-02,2025-06-23 22:00:46,GA,3,32.00,,completed
ORD-01244,EV-05,2025-06-23 22:02:49,GA,1,42.00,ONAIR10,completed
ORD-01245,EV-06,2025-06-23 22:04:00,VIP,3,80.00,,completed
ORD-01246,EV-06,2025-06-23 22:04:49,GA,1,38.00,,completed
ORD-01247,EV-02,2025-06-23 22:05:29,GA,4,32.00,,completed
